163.5.37.0/24,GB,GB-LND,London,,
151.242.101.0/24,DE,DE-HE,Frankfurt,,
151.242.105.0/24,DE,DE-HE,Frankfurt,,
82.29.79.0/24,DE,DE-HE,Frankfurt,,
82.29.76.0/24,DE,DE-HE,Frankfurt,,
82.29.73.0/24,DE,DE-HE,Frankfurt,,
82.29.70.0/24,DE,DE-HE,Frankfurt,,
82.29.65.0/24,DE,DE-HE,Frankfurt,,
82.29.51.0/24,DE,DE-HE,Frankfurt,,
82.29.49.0/24,DE,DE-HE,Frankfurt,,
82.29.45.0/24,DE,DE-HE,Frankfurt,,
82.29.39.0/24,DE,DE-HE,Frankfurt,,
82.29.36.0/24,DE,DE-HE,Frankfurt,,
82.26.175.0/24,DE,DE-HE,Frankfurt,,
82.26.147.0/24,DE,DE-HE,Frankfurt,,
82.22.102.0/24,DE,DE-HE,Frankfurt,,
188.214.136.0/24,DE,DE-HE,Frankfurt,,
82.29.29.0/24,DE,DE-HE,Frankfurt,,
82.29.23.0/24,DE,DE-HE,Frankfurt,,
82.22.194.0/24,DE,DE-HE,Frankfurt,,
82.22.191.0/24,DE,DE-HE,Frankfurt,,
82.21.184.0/24,DE,DE-HE,Frankfurt,,
82.27.198.0/24,DE,DE-HE,Frankfurt,,
82.27.22.0/24,DE,DE-HE,Frankfurt,,
82.26.135.0/24,DE,DE-HE,Frankfurt,,
82.25.191.0/24,DE,DE-HE,Frankfurt,,
82.25.133.0/24,DE,DE-HE,Frankfurt,,
82.24.125.0/24,DE,DE-HE,Frankfurt,,
178.210.247.0/24,DE,DE-HE,Frankfurt,,
151.242.100.0/24,DE,DE-HE,Frankfurt,,
151.242.196.0/22,DE,DE-HE,Frankfurt,,
151.242.184.0/22,DE,DE-HE,Frankfurt,,
64.49.56.0/22,DE,DE-HE,Frankfurt,,
93.119.144.0/24,DE,DE-HE,Frankfurt,,
188.214.137.0/24,DE,DE-HE,Frankfurt,,
188.214.138.0/24,DE,DE-HE,Frankfurt,,
88.209.246.0/24,FR,FR-PAR,Paris,,
194.231.159.0/24,DE,DE-HE,Frankfurt,,
165.49.119.0/24,GB,GB-LND,London,,
165.49.103.0/24,GB,GB-LND,London,,
165.49.65.0/24,GB,GB-LND,London,,
165.49.72.0/24,GB,GB-LND,London,,
165.49.80.0/24,GB,GB-LND,London,,
165.49.66.0/24,GB,GB-LND,London,,
165.49.77.0/24,GB,GB-LND,London,,
165.49.88.0/24,GB,GB-LND,London,,
165.49.74.0/24,GB,GB-LND,London,,
165.49.76.0/24,US,US-VA,Ashburn,,
165.49.79.0/24,US,US-VA,Ashburn,,
165.49.109.0/24,US,US-VA,Ashburn,,
178.92.106.0/24,HK,HK-HKG,Hong Kong,,
178.92.97.0/24,HK,HK-HKG,Hong Kong,,
178.92.93.0/24,HK,HK-HKG,Hong Kong,,
178.92.85.0/24,HK,HK-HKG,Hong Kong,,
82.139.230.0/24,DE,DE-HE,Frankfurt,,
64.81.190.0/24,US,US-VA,Ashburn,,
